brand,name,address_street,suburb,city,state,postcode,lat,lng,phone,email,website,rating,review_count,opening_hours,location_type,google_place_id,maps_url,svi_search_volume,svi_cpc,svi_competition,svi_period,pop_sa2_name,pop_year,pop_population,pop_change,pop_growth_pct
McDonald's,McDonald's Liverpool West,110 Elizabeth Dr,,SYDNEY,NSW,2000,-33.9177493,150.9122088,+61 2 9602 1352,,https://mcdonalds.com.au/?utm_medium=local&utm_source=google%20my%20business&utm-content=nsw&utm_term=mcdonalds%20liverpool%20west,3.2,1440,Mon: 00:00 - 00:00; Tue: 00:00 - 00:00; Wed: 00:00 - 00:00; Thu: 00:00 - 00:00; Fri: 00:00 - 00:00; Sat: 00:00 - 00:00; Sun: 00:00 - 00:00,brick_and_mortar,0x6b1295b5cd13fe3b:0xd06b4d0ed486b31b,https://www.google.com/maps/place/McDonald%27s+Liverpool+West/data=!4m7!3m6!1s0x6b1295b5cd13fe3b:0xd06b4d0ed486b31b!8m2!3d-33.9177493!4d150.9122088!16s%2Fg%2F1td6mtd3!19sChIJO_4TzbWVEmsRG7OG1A5Na9A?authuser=0&hl=en&rclk=1,,,,,,,,,
McDonald's,McDonald's,453 Hume Hwy,,SYDNEY,NSW,2000,-33.9397774,150.9123230,+61 2 9602 4783,,https://mcdonalds.com.au/?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=nsw&utm_term=mcdonalds%20casula,3.3,1897,Mon: 05:00 - 23:00; Tue: 05:00 - 23:00; Wed: 05:00 - 23:00; Thu: 05:00 - 23:00; Fri: 05:00 - 23:00; Sat: 05:00 - 23:00; Sun: 05:00 - 23:00,brick_and_mortar,0x6b12950143365f31:0xc079c7719c6328c7,https://www.google.com/maps/place/McDonald%27s/data=!4m7!3m6!1s0x6b12950143365f31:0xc079c7719c6328c7!8m2!3d-33.9397774!4d150.912323!16s%2Fg%2F1th0n18b!19sChIJMV82QwGVEmsRxyhjnHHHecA?authuser=0&hl=en&rclk=1,,,,,,,,,
McDonald's,McDonald's Stanmore,5 Bridge Rd,,SYDNEY,NSW,2000,-33.8881057,151.1719923,+61 2 9550 4804,,https://mcdonalds.com.au/?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=nsw&utm_term=mcdonalds%20stanmore,3.3,4457,Mon: 00:00 - 00:00; Tue: 00:00 - 00:00; Wed: 00:00 - 00:00; Thu: 00:00 - 00:00; Fri: 00:00 - 00:00; Sat: 00:00 - 00:00; Sun: 00:00 - 00:00,brick_and_mortar,0x6b12b024f9fe560d:0xaea8678108abbe28,https://www.google.com/maps/place/McDonald%27s+Stanmore/data=!4m7!3m6!1s0x6b12b024f9fe560d:0xaea8678108abbe28!8m2!3d-33.8881057!4d151.1719923!16s%2Fg%2F1tm12rqz!19sChIJDVb--SSwEmsRKL6rCIFnqK4?authuser=0&hl=en&rclk=1,,,,,,,,,
McDonald's,McDonald's Blaxland,"Cnr Layton Avenue &, Great Western Hwy",,BLAIRMOUNT,NSW,,-33.7459240,150.6136880,+61 2 4739 8245,,https://mcdonalds.com.au/?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=nsw&utm_term=mcdonalds%20blaxland,3.6,5026,Mon: 00:00 - 00:00; Tue: 00:00 - 00:00; Wed: 00:00 - 00:00; Thu: 00:00 - 00:00; Fri: 00:00 - 00:00; Sat: 00:00 - 00:00; Sun: 00:00 - 00:00,brick_and_mortar,0x6b128871de54be69:0x9ea5cb4d42fa7192,https://www.google.com/maps/place/McDonald%27s+Blaxland/data=!4m7!3m6!1s0x6b128871de54be69:0x9ea5cb4d42fa7192!8m2!3d-33.745924!4d150.613688!16s%2Fg%2F1thw_lfw!19sChIJab5U3nGIEmsRknH6Qk3LpZ4?authuser=0&hl=en&rclk=1,,,,,,,,,
McDonald's,McDonald's Greenacre North,74 Roberts Rd,,SYDNEY,NSW,2000,-33.8920874,151.0664457,+61 2 9758 7833,,https://mcdonalds.com.au/?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=nsw&utm_term=mcdonalds%20greenacre%20north,2.9,1023,Mon: 00:00 - 00:00; Tue: 00:00 - 00:00; Wed: 00:00 - 00:00; Thu: 00:00 - 00:00; Fri: 00:00 - 00:00; Sat: 00:00 - 00:00; Sun: 00:00 - 00:00,brick_and_mortar,0x6b12bb75bc718b57:0xbdf31c630a789e7,https://www.google.com/maps/place/McDonald%27s+Greenacre+North/data=!4m7!3m6!1s0x6b12bb75bc718b57:0xbdf31c630a789e7!8m2!3d-33.8920874!4d151.0664457!16s%2Fg%2F1vg_7g0c!19sChIJV4txvHW7EmsR54mnMMYx3ws?authuser=0&hl=en&rclk=1,,,,,,,,,
McDonald's,McDonald's St Peters,176 Princes Hwy,,SYDNEY,NSW,2000,-33.9142919,151.1779702,+61 2 9516 4512,,https://mcdonalds.com.au/?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=nsw&utm_term=mcdonalds%20st%20peters,3.8,2759,Mon: 00:00 - 00:00; Tue: 00:00 - 00:00; Wed: 00:00 - 00:00; Thu: 00:00 - 00:00; Fri: 00:00 - 00:00; Sat: 00:00 - 00:00; Sun: 00:00 - 00:00,brick_and_mortar,0x6b12b0504d1d33d7:0x2c6f20958cc85da1,https://www.google.com/maps/place/McDonald%27s+St+Peters/data=!4m7!3m6!1s0x6b12b0504d1d33d7:0x2c6f20958cc85da1!8m2!3d-33.9142919!4d151.1779702!16s%2Fg%2F1td20dzz!19sChIJ1zMdTVCwEmsRoV3IjJUgbyw?authuser=0&hl=en&rclk=1,,,,,,,,,
McDonald's,McDonald's Punchbowl,1171 Canterbury Rd,,SYDNEY,NSW,2000,-33.9305241,151.0657405,+61 2 9750 7050,,https://mcdonalds.com.au/?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=qld&utm_term=mcdonalds%20Punchbowl,3.4,2677,Mon: 00:00 - 00:00; Tue: 00:00 - 00:00; Wed: 00:00 - 00:00; Thu: 00:00 - 00:00; Fri: 00:00 - 00:00; Sat: 00:00 - 00:00; Sun: 00:00 - 00:00,brick_and_mortar,0x6b12bbe16bbfb2df:0x4e3fc1624b9b8931,https://www.google.com/maps/place/McDonald%27s+Punchbowl/data=!4m7!3m6!1s0x6b12bbe16bbfb2df:0x4e3fc1624b9b8931!8m2!3d-33.9305241!4d151.0657405!16s%2Fg%2F1tgnm733!19sChIJ37K_a-G7EmsRMYmbS2LBP04?authuser=0&hl=en&rclk=1,,,,,,,,,
McDonald's,McDonald's Kirrawee,559-563 Princes Hwy,,SYDNEY,NSW,2000,-34.0318923,151.0737473,+61 2 9521 7733,,https://mcdonalds.com.au/menu?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=nsw&utm_term=mcdonalds%20kirrawee,3.4,2261,Mon: 00:00 - 00:00; Tue: 00:00 - 00:00; Wed: 00:00 - 00:00; Thu: 00:00 - 00:00; Fri: 00:00 - 00:00; Sat: 00:00 - 00:00; Sun: 00:00 - 00:00,brick_and_mortar,0x6b12c769733f8dc1:0x1be57b818631a999,https://www.google.com/maps/place/McDonald%27s+Kirrawee/data=!4m7!3m6!1s0x6b12c769733f8dc1:0x1be57b818631a999!8m2!3d-34.0318923!4d151.0737473!16s%2Fg%2F1tpps3g2!19sChIJwY0_c2nHEmsRmakxhoF75Rs?authuser=0&hl=en&rclk=1,,,,,,,,,
McDonald's,McDonald's Blacktown Sports Park,Anne Aquilina Reserve (Part,,SYDNEY,NSW,2000,-33.7721219,150.8576643,+61 2 8867 5900,,https://mcdonalds.com.au/?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=vic&utm_term=mcdonalds%20blacktown%20sports%20park,3.2,731,Mon: 00:00 - 00:00; Tue: 00:00 - 00:00; Wed: 00:00 - 00:00; Thu: 00:00 - 00:00; Fri: 00:00 - 00:00; Sat: 00:00 - 00:00; Sun: 00:00 - 00:00,brick_and_mortar,0x6b129b8ffb27a0e3:0xd5b7d85ea2e61847,https://www.google.com/maps/place/McDonald%27s+Blacktown+Sports+Park/data=!4m7!3m6!1s0x6b129b8ffb27a0e3:0xd5b7d85ea2e61847!8m2!3d-33.7721219!4d150.8576643!16s%2Fg%2F11j3wpwwyj!19sChIJ46An-4-bEmsRRxjmol7Yt9U?authuser=0&hl=en&rclk=1,,,,,,,,,
McDonald's,McDonald's Huntlee,2 Bakehouse Rd,,ABERMAIN,NSW,,-32.6735570,151.3506364,+61 2 4938 2300,,https://mcdonalds.com.au/?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=nsw&utm_term=mcdonalds%20huntlee,2.6,132,Mon: 00:00 - 00:00; Tue: 00:00 - 00:00; Wed: 00:00 - 00:00; Thu: 00:00 - 00:00; Fri: 00:00 - 00:00; Sat: 00:00 - 00:00; Sun: 00:00 - 00:00,brick_and_mortar,0x6b734d7679563bcf:0x95723f6d3ca0bc38,https://www.google.com/maps/place/McDonald%27s+Huntlee/data=!4m7!3m6!1s0x6b734d7679563bcf:0x95723f6d3ca0bc38!8m2!3d-32.673557!4d151.3506364!16s%2Fg%2F11vrfbkd71!19sChIJzztWeXZNc2sROLygPG0_cpU?authuser=0&hl=en&rclk=1,,,,,,,,,
McDonald's,McDonald's Kurri Kurri,3/7 Tarro St,,BALICKERA,NSW,,-32.8260311,151.4877508,+61 2 4937 4164,,https://mcdonalds.com.au/?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=nsw&utm_term=mcdonalds%20kurri%20kurri,3.2,1145,Mon: 05:00 - 22:30 (DT: 05:00 - 22:30); Tue: 05:00 - 22:30 (DT: 05:00 - 22:30); Wed: 05:00 - 22:30 (DT: 05:00 - 22:30); Thu: 05:00 - 22:30 (DT: 05:00 - 22:30); Fri: 05:00 - 22:30 (DT: 05:00 - 22:30); Sat: 05:00 - 22:30 (DT: 05:00 - 22:30); Sun: 05:00 - 22:30 (DT: 05:00 - 22:30),brick_and_mortar,0x6b7337c069ac18f7:0x6b3bb1b03f96d072,https://www.google.com/maps/place/McDonald%27s+Kurri+Kurri/data=!4m7!3m6!1s0x6b7337c069ac18f7:0x6b3bb1b03f96d072!8m2!3d-32.8260311!4d151.4877508!16s%2Fg%2F1tjt22sk!19sChIJ9xisacA3c2sRctCWP7CxO2s?authuser=0&hl=en&rclk=1,,,,,,,,,
McDonald's,McDonald's Cartwright,2 Lyn Parade,,SYDNEY,NSW,2000,-33.9279709,150.8884785,+61 2 8783 5660,,https://mcdonalds.com.au/?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=nsw&utm_term=mcdonalds%20cartwright,3.4,1661,Mon: 00:00 - 00:00; Tue: 00:00 - 00:00; Wed: 00:00 - 00:00; Thu: 00:00 - 00:00; Fri: 00:00 - 00:00; Sat: 00:00 - 00:00; Sun: 00:00 - 00:00,brick_and_mortar,0x6b12945f1a170fab:0x12ee70fe79e68d4,https://www.google.com/maps/place/McDonald%27s+Cartwright/data=!4m7!3m6!1s0x6b12945f1a170fab:0x12ee70fe79e68d4!8m2!3d-33.9279709!4d150.8884785!16s%2Fg%2F1tmpknkl!19sChIJqw8XGl-UEmsR1Gie5w_nLgE?authuser=0&hl=en&rclk=1,,,,,,,,,
McDonald's,McDonald's Hornsby Westfield,"Westfield Hornsby, Food Court, Level 3",,BEROWRA CREEK,NSW,,-33.7035375,151.1023307,+61 2 9472 3001,,https://mcdonalds.com.au/?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=nsw&utm_term=mcdonalds%20hornsby%20westfield,3.3,515,Mon: 07:30 - 19:30; Tue: 07:30 - 19:30; Wed: 07:30 - 19:30; Thu: 07:30 - 21:00; Fri: 07:30 - 19:30; Sat: 07:30 - 19:30; Sun: 07:30 - 19:30,brick_and_mortar,0x6b12a7841c646527:0xf78957c5fb5b9f46,https://www.google.com/maps/place/McDonald%27s+Hornsby+Westfield/data=!4m7!3m6!1s0x6b12a7841c646527:0xf78957c5fb5b9f46!8m2!3d-33.7035375!4d151.1023307!16s%2Fg%2F1tdzr8xl!19sChIJJ2VkHISnEmsRRp9b-8VXifc?authuser=0&hl=en&rclk=1,,,,,,,,,
McDonald's,McDonald's International Airside II,"PIER C, SYD Terminal 1, C2-400 Departure Plaza",,SYDNEY,NSW,2000,-33.9375158,151.1654096,+61 2 9700 8461,,https://mcdonalds.com.au/menu?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=qld&utm_term=mcdonalds%20Mascot,3.0,769,Mon: 04:30 - 21:00; Tue: 04:30 - 21:00; Wed: 04:30 - 21:00; Thu: 04:30 - 21:00; Fri: 04:30 - 21:00; Sat: 04:30 - 21:00; Sun: 04:30 - 21:00,brick_and_mortar,0x6b12b1454b6088e7:0x3d37096804a86978,https://www.google.com/maps/place/McDonald%27s+International+Airside+II/data=!4m7!3m6!1s0x6b12b1454b6088e7:0x3d37096804a86978!8m2!3d-33.9375158!4d151.1654096!16s%2Fg%2F1tfc6s08!19sChIJ54hgS0WxEmsReGmoBGgJNz0?authuser=0&hl=en&rclk=1,,,,,,,,,
McDonald's,McDonald's Cremorne,"Cnr Military Rd &, Winnie St",,SYDNEY,NSW,2000,-33.8296882,151.2269956,+61 2 9953 4996,,https://mcdonalds.com.au/?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=nsw&utm_term=mcdonalds%20cremorne,3.5,3054,Mon: 00:00 - 00:00; Tue: 00:00 - 00:00; Wed: 00:00 - 00:00; Thu: 00:00 - 00:00; Fri: 00:00 - 00:00; Sat: 00:00 - 00:00; Sun: 00:00 - 00:00,brick_and_mortar,0x6b12aea23760404b:0xa3fe8f10d4556baf,https://www.google.com/maps/place/McDonald%27s+Cremorne/data=!4m7!3m6!1s0x6b12aea23760404b:0xa3fe8f10d4556baf!8m2!3d-33.8296882!4d151.2269956!16s%2Fg%2F1trxkfff!19sChIJS0BgN6KuEmsRr2tV1BCP_qM?authuser=0&hl=en&rclk=1,,,,,,,,,
McDonald's,McDonald's Guildford,295 Woodville Rd,,SYDNEY,NSW,2000,-33.8507213,150.9968356,+61 2 9632 7740,,https://www.mcdonalds.com/au/en-au.html?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=nsw&utm_term=mcdonalds%20guildford,3.1,827,Mon: 05:00 - 23:00 (DT: 05:00 - 23:00); Tue: 05:00 - 23:00 (DT: 05:00 - 23:00); Wed: 05:00 - 23:00 (DT: 05:00 - 23:00); Thu: 05:00 - 23:00 (DT: 05:00 - 23:00); Fri: 05:00 - 23:59 (DT: 05:00 - 23:00); Sat: 00:00 - 00:00 (DT: 05:00 - 23:00); Sun: 24:00 - 23:00 (DT: 05:00 - 23:00),brick_and_mortar,0x6b12bd21300bba73:0x1a7af75eab5e8b07,https://www.google.com/maps/place/McDonald%27s+Guildford/data=!4m7!3m6!1s0x6b12bd21300bba73:0x1a7af75eab5e8b07!8m2!3d-33.8507213!4d150.9968356!16s%2Fg%2F11cly513vx!19sChIJc7oLMCG9EmsRB4teq173eho?authuser=0&hl=en&rclk=1,,,,,,,,,
McDonald's,McDonald's Liverpool Mega Centre,16 Orange Grove Rd,,LIVERPOOL,NSW,,-33.9074822,150.9189950,+61 2 9821 2423,,https://mcdonalds.com.au/?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=nsw&utm_term=mcdonalds%20liverpool%20mega%20centre,3.3,1661,Mon: 05:30 - 23:59; Tue: 05:30 - 23:59; Wed: 05:30 - 23:59; Thu: 05:30 - 23:59; Fri: 05:30 - 23:59; Sat: 05:30 - 23:59; Sun: 05:30 - 23:59,brick_and_mortar,0x6b1295c559c2a843:0xfa0e153cc8f4a993,https://www.google.com/maps/place/McDonald%27s+Liverpool+Mega+Centre/data=!4m7!3m6!1s0x6b1295c559c2a843:0xfa0e153cc8f4a993!8m2!3d-33.9074822!4d150.918995!16s%2Fg%2F1tg2dn41!19sChIJQ6jCWcWVEmsRk6n0yDwVDvo?authuser=0&hl=en&rclk=1,,,,,,,,,
McDonald's,McDonald's Manly Wharf II,"Manly Wharf, E Esplanade",,FAIRLIGHT,NSW,,-33.7995872,151.2841560,+61 2 9976 2501,,https://www.mcdonalds.com/au/en-au.html?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=nsw&utm_term=mcdonalds%20manly%20wharf%20ii,3.0,84,,brick_and_mortar,0x6b12ab0914d6fc87:0x15432fa96eab6025,https://www.google.com/maps/place/McDonald%27s+Manly+Wharf+II/data=!4m7!3m6!1s0x6b12ab0914d6fc87:0x15432fa96eab6025!8m2!3d-33.7995872!4d151.284156!16s%2Fg%2F1tgx251l!19sChIJh_zWFAmrEmsRJWCrbqkvQxU?authuser=0&hl=en&rclk=1,,,,,,,,,
McDonald's,McDonald's Chatswood Interchange,"Shop 20/21, 436 Victoria Ave",,SYDNEY,NSW,2000,-33.7975213,151.1813035,+61 2 9904 7086,,https://mcdonalds.com.au/?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=qld&utm_term=mcdonalds%20Chatswood,3.1,1688,Mon: 00:00 - 00:00; Tue: 00:00 - 00:00; Wed: 00:00 - 00:00; Thu: 00:00 - 00:00; Fri: 00:00 - 00:00; Sat: 00:00 - 00:00; Sun: 00:00 - 00:00,brick_and_mortar,0x6b12a8d38cc93009:0x38026b7a7912c804,https://www.google.com/maps/place/McDonald%27s+Chatswood+Interchange/data=!4m7!3m6!1s0x6b12a8d38cc93009:0x38026b7a7912c804!8m2!3d-33.7975213!4d151.1813035!16s%2Fg%2F1tf5dx5l!19sChIJCTDJjNOoEmsRBMgSeXprAjg?authuser=0&hl=en&rclk=1,,,,,,,,,
McDonald's,McDonald's Darling Square,NE11/9 Little Pier St,,HAYMARKET,NSW,2000,-33.8779266,151.2029610,+61 2 9157 2071,,https://mcdonalds.com.au/?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=qld&utm_term=mcdonaldsDarlingSquare,3.2,429,Mon: 06:00 - 23:00; Tue: 06:00 - 23:00; Wed: 06:00 - 23:00; Thu: 06:00 - 23:00; Fri: 06:00 - 23:00; Sat: 06:00 - 23:00; Sun: 06:00 - 23:00,brick_and_mortar,0x6b12af985dead003:0x71ae051e2bff9668,https://www.google.com/maps/place/McDonald%27s+Darling+Square/data=!4m7!3m6!1s0x6b12af985dead003:0x71ae051e2bff9668!8m2!3d-33.8779266!4d151.202961!16s%2Fg%2F11h83whxvk!19sChIJA9DqXZivEmsRaJb_Kx4FrnE?authuser=0&hl=en&rclk=1,,,,,,,,,
McDonald's,McDonald's Minchinbury,"Minchinbury, 2 Colyton Rd",,SYDNEY,NSW,2000,-33.7810934,150.8194575,+61 2 9625 3178,,https://mcdonalds.com.au/?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=nsw&utm_term=mcdonalds%20minchinbury,3.6,2114,Mon: 00:00 - 00:00; Tue: 00:00 - 00:00; Wed: 00:00 - 00:00; Thu: 00:00 - 00:00; Fri: 00:00 - 00:00; Sat: 00:00 - 00:00; Sun: 00:00 - 00:00,brick_and_mortar,0x6b129a7c9e4a0cb3:0xe634b73716bc353e,https://www.google.com/maps/place/McDonald%27s+Minchinbury/data=!4m7!3m6!1s0x6b129a7c9e4a0cb3:0xe634b73716bc353e!8m2!3d-33.7810934!4d150.8194575!16s%2Fg%2F1td65gfb!19sChIJswxKnnyaEmsRPjW8Fje3NOY?authuser=0&hl=en&rclk=1,,,,,,,,,
McDonald's,McDonald's Sydney Domestic Terminal II,"Sydney Domestic Airport Bus station, SYD Terminal 2, Keith Smith Ave",,SYDNEY,NSW,2000,-33.9340620,151.1786996,+61 2 9352 7503,,https://mcdonalds.com.au/?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=nsw&utm_term=mcdonalds%20sydney%20domestic%20terminal%20ii,3.4,738,Mon: 04:30 - 21:00; Tue: 04:30 - 21:00; Wed: 04:30 - 21:00; Thu: 04:30 - 21:00; Fri: 04:30 - 21:00; Sat: 04:30 - 21:00; Sun: 04:30 - 21:00,brick_and_mortar,0x6b12b0965abd3bd7:0xea0106c09de0a373,https://www.google.com/maps/place/McDonald%27s+Sydney+Domestic+Terminal+II/data=!4m7!3m6!1s0x6b12b0965abd3bd7:0xea0106c09de0a373!8m2!3d-33.934062!4d151.1786996!16s%2Fg%2F1tm8kr96!19sChIJ1zu9WpawEmsRc6PgncAGAeo?authuser=0&hl=en&rclk=1,,,,,,,,,
McDonald's,McDonald's Quakers Hill,458 Quakers Hill Pkwy,,SYDNEY,NSW,2000,-33.7299873,150.9030903,+61 2 9837 4411,,https://mcdonalds.com.au/?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=nsw&utm_term=mcdonalds%20quakers%20hill,2.7,1641,Mon: 00:00 - 00:00; Tue: 00:00 - 00:00; Wed: 00:00 - 00:00; Thu: 00:00 - 00:00; Fri: 00:00 - 00:00; Sat: 00:00 - 00:00; Sun: 00:00 - 00:00,brick_and_mortar,0x6b12992d34f7ba67:0xb56f80cce70e6f48,https://www.google.com/maps/place/McDonald%27s+Quakers+Hill/data=!4m7!3m6!1s0x6b12992d34f7ba67:0xb56f80cce70e6f48!8m2!3d-33.7299873!4d150.9030903!16s%2Fg%2F1v2pqc52!19sChIJZ7r3NC2ZEmsRSG8O58yAb7U?authuser=0&hl=en&rclk=1,,,,,,,,,
McDonald's,McDonald's Sydney Airport - Gateway,9 Ross Smith Ave,,SYDNEY,NSW,2000,-33.9326750,151.1885801,+61 2 9669 4174,,https://mcdonalds.com.au/?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=nsw&utm_term=mcdonalds%20sydney%20airport%20-%20gateway,3.7,3503,Mon: 00:00 - 00:00 (DT: 11:00 - 23:59); Tue: 00:00 - 00:00 (DT: 11:00 - 23:59); Wed: 00:00 - 00:00 (DT: 11:00 - 23:59); Thu: 00:00 - 00:00 (DT: 11:00 - 01:00); Fri: 00:00 - 00:00 (DT: 11:00 - 01:00); Sat: 00:00 - 00:00 (DT: 11:00 - 01:00); Sun: 00:00 - 00:00 (DT: 11:00 - 01:00),brick_and_mortar,0x6b12b102f0b4dccb:0x4714cb3fa2c08265,https://www.google.com/maps/place/McDonald%27s+Sydney+Airport+-+Gateway/data=!4m7!3m6!1s0x6b12b102f0b4dccb:0x4714cb3fa2c08265!8m2!3d-33.932675!4d151.1885801!16s%2Fg%2F1tf4338m!19sChIJy9y08AKxEmsRZYLAoj_LFEc?authuser=0&hl=en&rclk=1,,,,,,,,,
McDonald's,McDonald's Randwick,Shop 4-5 75 Belmore Road Level 0 Royal Randwick Shopping Centre,,SYDNEY,NSW,2000,-33.9149755,151.2404698,+61 2 8374 9300,,https://mcdonalds.com.au/?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=nsw&utm_term=mcdonalds%20randwick%20II,3.6,462,Mon: 07:00 - 22:00; Tue: 07:00 - 22:00; Wed: 07:00 - 22:00; Thu: 07:00 - 22:00; Fri: 07:00 - 00:00; Sat: 07:00 - 02:00; Sun: 07:00 - 23:00,brick_and_mortar,0x6b12b31521de7b7d:0x264ba83f6161ffa,https://www.google.com/maps/place/McDonald%27s+Randwick/data=!4m7!3m6!1s0x6b12b31521de7b7d:0x264ba83f6161ffa!8m2!3d-33.9149755!4d151.2404698!16s%2Fg%2F11h70hnswz!19sChIJfXveIRWzEmsR-h8W9oO6ZAI?authuser=0&hl=en&rclk=1,,,,,,,,,
McDonald's,McDonald's Kings Park,224 Sunnyholt Rd,,SYDNEY,NSW,2000,-33.7442163,150.9160985,+61 2 9831 5143,,https://mcdonalds.com.au/?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=nsw&utm_term=mcdonalds%20kings%20park,3.4,1814,Mon: 00:00 - 00:00; Tue: 00:00 - 00:00; Wed: 00:00 - 00:00; Thu: 00:00 - 00:00; Fri: 00:00 - 00:00; Sat: 00:00 - 00:00; Sun: 00:00 - 00:00,brick_and_mortar,0x6b1298da5c1da459:0xb771f9db4eafcc0a,https://www.google.com/maps/place/McDonald%27s+Kings+Park/data=!4m7!3m6!1s0x6b1298da5c1da459:0xb771f9db4eafcc0a!8m2!3d-33.7442163!4d150.9160985!16s%2Fg%2F1tfcnhd_!19sChIJWaQdXNqYEmsRCsyvTtv5cbc?authuser=0&hl=en&rclk=1,,,,,,,,,
McDonald's,McDonald's Fairfield,"Cnr Horsley Drive &, Court Rd",,SYDNEY,NSW,2000,-33.8688521,150.9575920,+61 2 9726 4573,,https://mcdonalds.com.au/?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=nsw&utm_term=mcdonalds%20fairfield%20ii,3.2,2000,Mon: 00:00 - 00:00; Tue: 00:00 - 00:00; Wed: 00:00 - 00:00; Thu: 00:00 - 00:00; Fri: 00:00 - 00:00; Sat: 00:00 - 00:00; Sun: 00:00 - 00:00,brick_and_mortar,0x6b12bd804de1a4b1:0xcbd9ea1f4f603e73,https://www.google.com/maps/place/McDonald%27s+Fairfield/data=!4m7!3m6!1s0x6b12bd804de1a4b1:0xcbd9ea1f4f603e73!8m2!3d-33.8688521!4d150.957592!16s%2Fg%2F1tf02mt7!19sChIJsaThTYC9EmsRcz5gTx_q2cs?authuser=0&hl=en&rclk=1,,,,,,,,,
McDonald's,McDonald's North Ryde,297 Lane Cove Rd,,SYDNEY,NSW,2000,-33.7834968,151.1305328,+61 2 9887 1327,,https://mcdonalds.com.au/?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=nsw&utm_term=mcdonalds%20north%20ryde,3.7,2499,Mon: 00:00 - 00:00; Tue: 00:00 - 00:00; Wed: 00:00 - 00:00; Thu: 00:00 - 00:00; Fri: 00:00 - 00:00; Sat: 00:00 - 00:00; Sun: 00:00 - 00:00,brick_and_mortar,0x6b12a60669f139f5:0x6dc6d5d20e384a50,https://www.google.com/maps/place/McDonald%27s+North+Ryde/data=!4m7!3m6!1s0x6b12a60669f139f5:0x6dc6d5d20e384a50!8m2!3d-33.7834968!4d151.1305328!16s%2Fg%2F1v9t_1b_!19sChIJ9TnxaQamEmsRUEo4DtLVxm0?authuser=0&hl=en&rclk=1,,,,,,,,,
McDonald's,McDonald's Bexley,543 Forest Rd,,SYDNEY,NSW,2207,-33.9525706,151.1219787,+61 2 9150 7244,,https://mcdonalds.com.au/?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=nsw&utm_term=mcdonalds%20bexley,3.4,1788,Mon: 05:00 - 00:00 (DT: 05:00 - 00:00); Tue: 05:00 - 00:00 (DT: 05:00 - 00:00); Wed: 05:00 - 00:00 (DT: 05:00 - 00:00); Thu: 05:00 - 00:00 (DT: 05:00 - 00:00); Fri: 05:00 - 01:00 (DT: 05:00 - 01:00); Sat: 05:00 - 01:00 (DT: 05:00 - 01:00); Sun: 05:00 - 00:00 (DT: 05:00 - 00:00),brick_and_mortar,0x6b12b9f42322405d:0xedf9d47418684935,https://www.google.com/maps/place/McDonald%27s+Bexley/data=!4m7!3m6!1s0x6b12b9f42322405d:0xedf9d47418684935!8m2!3d-33.9525706!4d151.1219787!16s%2Fg%2F1tgdckn7!19sChIJXUAiI_S5EmsRNUloGHTU-e0?authuser=0&hl=en&rclk=1,,,,,,,,,
